Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_980,250.9162,8.1507,183.0,255.0,251.8364,7.5272,183.0,255.0,250.3684,8.5761,181.0,255.0,251.3939,7.7797,182.772,255.0,2.809,6.0927,60.524,0.9728,0.2562,0.9812,752.0,27.4226,1.0,4.0,2.0,5.0,1.0,251.0,1
image_979,191.8793,45.0839,84.0,251.0,187.6992,48.2002,60.0,248.0,191.5675,40.0476,79.0,243.0,189.39,46.2714,71.069,247.729,10.7204,23.6029,2141.0445,0.5845,0.0432,0.9947,911.0,30.1828,1.0,75.0,75.5,62.0,5.0,191.0,1
image_978,79.2822,45.5489,48.0,255.0,137.9985,30.5642,113.0,255.0,239.6286,5.9254,213.0,255.0,132.0282,31.9321,105.421,255.0,2.7372,3.7778,1019.6563,0.2838,0.1418,0.9898,2041.0,45.1774,1.0,10.0,7.0,6.0,171.0,239.0,1
image_977,221.3029,45.9341,25.0,255.0,217.5311,54.351,11.0,255.0,215.0321,52.5655,6.0,255.0,218.3739,51.5276,15.203,255.0,15.1169,25.0428,2655.0984,0.7742,0.0414,0.9914,1433.0,37.855,1.0,53.0,62.0,58.0,7.0,221.0,1
image_976,224.2407,19.0741,4.0,255.0,219.4626,19.8918,0.0,255.0,211.0768,20.4044,17.0,255.0,219.9353,19.1267,3.134,254.202,5.8111,9.5338,365.8302,0.7495,0.13,0.909,1874.0,43.2897,1.0,21.0,26.0,28.75,15.0,224.0,1
image_975,242.0439,10.1616,108.0,255.0,241.8284,11.2346,102.0,255.0,237.8803,12.8335,104.0,255.0,241.4428,10.9332,104.022,255.0,3.0712,5.7603,119.535,0.8983,0.193,0.9593,3642.0,60.349,1.0,13.0,17.0,23.0,5.0,242.0,1
image_974,230.0017,31.3099,109.0,255.0,227.4747,35.7583,88.0,255.0,229.0343,32.8008,97.0,255.0,228.4081,33.9808,95.305,255.0,11.3941,17.2312,1154.693,0.8201,0.0713,0.9892,1165.0,34.1321,1.0,39.0,41.0,31.0,3.0,230.0,1
image_973,241.2804,20.8674,139.0,255.0,240.4548,20.9481,135.0,255.0,239.919,20.5045,134.0,255.0,240.6406,20.85,136.082,255.0,14.7724,19.2606,434.7229,0.8972,0.0989,0.9975,321.0,17.9165,1.0,18.0,19.0,19.0,2.0,241.0,1
image_1035,250.9898,7.6477,191.0,255.0,251.2411,8.1965,191.0,255.0,246.1266,8.8875,189.0,255.0,250.5829,8.0151,190.772,255.0,2.0636,5.3444,64.2419,0.9666,0.263,0.9879,2559.0,50.5866,1.0,4.0,3.0,10.0,5.0,251.0,1
image_1034,241.8005,21.3136,43.0,255.0,240.9644,18.5233,54.0,255.0,240.4519,18.9346,38.0,255.0,241.156,18.8741,48.887,255.0,2.5333,7.5508,356.2305,0.8998,0.1636,0.9286,4412.0,66.4229,1.0,14.0,21.0,24.0,1.0,241.0,1
image_1033,98.7222,53.8282,41.0,255.0,214.2185,20.8801,152.0,255.0,252.1187,4.3922,224.0,255.0,184.0057,26.0397,127.019,255.0,3.8248,12.4064,678.0665,0.5311,0.1807,0.7006,1213.0,34.8281,1.0,19.0,20.0,4.0,156.0,252.0,1
image_1027,254.7223,0.7774,249.0,255.0,254.8474,0.4315,252.0,255.0,254.6493,0.7692,251.0,255.0,254.7874,0.4357,251.918,255.0,0.1138,0.3299,0.1899,0.9983,0.8109,0.3992,1055.0,32.4808,1.0,0.0,0.0,0.0,0.0,254.0,1
image_1026,254.6396,1.0049,248.0,255.0,254.9077,0.4727,250.0,255.0,254.6014,1.0553,247.0,255.0,254.7926,0.6177,249.929,255.0,0.2055,0.6374,0.3815,0.9984,0.8016,0.6364,444.0,21.0713,1.0,0.0,0.0,0.0,0.0,254.0,1
image_1020,213.6061,73.5161,0.0,255.0,217.6214,67.7544,17.0,255.0,212.4549,75.6418,0.0,255.0,215.8318,70.3657,9.979,255.0,13.2898,35.6899,4951.3249,0.7925,0.0346,0.9996,721.0,26.8514,1.0,26.0,26.0,30.0,6.0,217.0,1
image_1019,205.3227,42.1523,84.0,255.0,204.1478,49.6263,64.0,255.0,210.6229,47.4258,74.0,255.0,205.2372,46.9074,72.658,255.0,14.4674,16.9445,2200.3013,0.6816,0.0655,0.9772,846.0,29.0861,1.0,41.75,54.75,53.75,7.0,210.0,1
image_1018,248.0553,17.1624,100.0,255.0,243.305,19.1284,84.0,255.0,233.2179,17.5734,87.0,251.0,243.5754,18.301,89.126,254.43,3.5712,11.2142,334.9273,0.9176,0.2054,0.9887,3020.0,54.9545,1.0,5.0,7.0,7.0,15.0,248.0,1
image_1016,211.9673,40.0547,39.0,255.0,204.7998,33.7646,35.0,255.0,204.231,26.3749,53.0,255.0,206.878,33.5682,42.135,254.701,8.0288,10.3328,1126.8241,0.6755,0.1106,0.9495,3087.0,55.5608,1.0,27.0,32.0,31.0,8.0,211.0,1
image_1015,223.3352,24.0027,95.0,255.0,218.0031,26.8818,81.0,251.0,214.2824,25.5929,84.0,250.0,219.1732,25.7579,85.827,250.23,6.477,12.0208,663.4686,0.7489,0.0963,0.9852,2560.0,50.5964,1.0,23.0,30.0,29.0,10.0,223.0,1
image_1014,203.4676,25.7813,135.0,255.0,167.216,69.254,48.0,255.0,169.7887,58.2135,73.0,255.0,178.3485,54.5357,83.74,254.288,6.4509,14.9975,2974.1431,0.5349,0.0396,0.9366,3871.0,62.2174,1.0,41.0,128.0,95.0,45.0,203.0,1
image_1012,216.2321,39.3107,124.0,255.0,213.9955,41.8992,117.0,255.0,213.8482,39.2822,124.0,255.0,214.6475,40.785,119.891,255.0,15.0273,16.7621,1663.4128,0.7341,0.046,0.9968,224.0,14.9666,1.0,62.25,68.25,65.0,4.0,216.0,1
image_1011,254.4701,0.9018,250.0,255.0,254.8974,0.4005,252.0,255.0,253.9145,1.381,249.0,255.0,254.6576,0.5001,251.06,255.0,0.2386,0.4988,0.2501,0.9973,0.7916,0.4411,117.0,10.8167,1.0,1.0,0.0,2.0,1.0,254.0,1
image_1010,231.6463,47.0095,61.0,255.0,230.8935,48.6892,54.0,255.0,231.1457,45.0433,72.0,255.0,231.1473,47.757,58.145,255.0,9.6552,22.8025,2280.7303,0.8567,0.063,0.9996,817.0,28.5832,1.0,21.0,22.0,24.0,1.0,231.0,1
image_1009,195.8751,65.0694,82.0,255.0,228.0793,30.3963,147.0,255.0,253.4078,3.6836,200.0,255.0,221.3377,37.2657,136.913,255.0,3.235,9.9721,1388.7314,0.7748,0.0277,0.979,1513.0,38.8973,1.0,129.0,54.0,2.0,58.0,253.0,1
image_1008,251.6293,10.9264,164.0,255.0,251.7059,11.6127,159.0,255.0,249.556,12.8074,155.0,255.0,251.4379,11.4971,160.039,255.0,2.575,8.2595,132.1823,0.9743,0.2774,0.9932,1241.0,35.2278,1.0,2.0,1.0,5.0,2.0,251.0,1
image_1061,229.4008,20.1147,156.0,248.0,228.6479,17.4045,150.0,249.0,226.7023,13.0064,152.0,241.0,228.6512,17.3762,152.022,246.066,6.3112,11.8451,301.9319,0.8087,0.1284,0.954,514.0,22.6716,1.0,8.75,9.0,7.0,3.0,229.0,1
image_1060,236.2622,23.3833,164.0,255.0,231.5487,27.293,150.0,255.0,217.5702,22.9979,149.0,244.0,231.3645,25.596,154.072,253.746,6.4036,9.7928,655.1541,0.8333,0.0747,0.9956,698.0,26.4197,1.0,28.75,36.75,30.0,21.0,236.0,1
image_1059,231.4556,8.5881,140.0,254.0,228.1444,8.7514,137.0,255.0,219.9177,8.957,132.0,255.0,228.1966,8.6332,137.327,253.804,3.224,4.7293,74.5323,0.802,0.2378,0.9697,3975.0,63.0476,1.0,9.0,10.0,10.0,13.0,231.0,1
image_1058,224.5046,15.5775,139.0,254.0,219.9752,16.0958,138.0,250.0,212.9228,15.2943,136.0,247.0,220.5255,15.7735,138.071,250.854,4.9335,7.515,248.8027,0.7517,0.1107,0.9858,1088.0,32.9848,1.0,23.25,25.0,23.0,14.0,224.0,1
image_1057,243.5121,6.513,219.0,255.0,237.5013,6.475,214.0,251.0,231.5161,5.64,208.0,242.0,238.6162,6.3055,214.811,249.632,2.332,3.3952,39.7594,0.8762,0.2449,0.9514,746.0,27.313,1.0,9.0,8.0,8.0,13.0,243.0,1
image_1056,212.0052,30.5388,77.0,255.0,206.2855,31.6072,72.0,249.0,200.0808,25.8245,79.0,237.0,207.2884,30.5595,74.293,249.426,9.0574,12.692,933.8849,0.6752,0.0877,0.9942,767.0,27.6948,1.0,33.0,38.0,30.0,14.0,212.0,1
image_1055,254.2661,4.6476,144.0,255.0,254.4695,4.262,149.0,255.0,254.2661,4.6761,143.0,255.0,254.3855,4.3942,146.821,255.0,0.6753,4.281,19.3093,0.9955,0.6644,0.9751,1706.0,41.3038,1.0,0.0,0.0,0.0,0.0,254.0,1
image_1052,254.2385,1.2915,245.0,255.0,254.2416,1.1962,245.0,255.0,254.052,1.4443,245.0,255.0,254.2191,1.123,245.0,255.0,0.6645,1.1824,1.261,0.9939,0.6373,0.6258,327.0,18.0831,1.0,1.0,1.0,2.0,0.0,254.0,1
image_1051,246.2247,21.1433,117.0,255.0,244.7026,22.5184,113.0,255.0,244.5829,19.1502,130.0,255.0,245.1441,21.6391,116.134,255.0,6.4135,17.3851,468.2496,0.9314,0.1593,0.9923,1019.0,31.9218,1.0,6.0,9.0,13.0,2.0,246.0,1
image_1050,245.4741,29.2376,29.0,255.0,248.136,27.3599,38.0,255.0,248.153,30.5554,7.0,255.0,247.3421,28.2133,31.775,255.0,2.8598,16.0502,795.9885,0.9531,0.1434,0.9912,5366.0,73.253,1.0,7.0,1.0,2.0,3.0,248.0,1
image_1041,241.7851,32.3285,46.0,255.0,245.104,24.1574,94.0,255.0,246.1573,9.8385,138.0,255.0,244.2317,24.5895,91.278,255.0,2.1627,5.0976,604.643,0.9266,0.1617,0.9865,4750.0,68.9202,1.0,10.0,9.0,7.0,5.0,246.0,1
image_1040,214.9563,23.0038,74.0,255.0,205.3975,26.2464,57.0,251.0,198.3523,26.1607,65.0,253.0,207.4524,25.2045,62.995,252.424,7.6096,14.4808,635.2655,0.6716,0.1269,0.9946,1303.0,36.0971,1.0,24.0,27.0,26.5,19.0,214.0,1
image_1039,205.7237,38.9597,91.0,252.0,205.1621,45.4868,79.0,255.0,207.8539,48.2079,79.0,255.0,205.6369,43.8073,82.588,254.103,9.1193,12.5532,1919.0753,0.6798,0.0304,0.9967,438.0,20.9284,1.0,62.75,76.0,82.75,2.0,207.0,1
image_1038,201.8422,32.7536,51.0,255.0,196.7894,36.4759,33.0,255.0,194.2807,36.5388,43.0,255.0,198.0142,34.9589,39.978,255.0,10.6265,20.7015,1222.1238,0.6218,0.1143,0.9616,2953.0,54.3415,1.0,33.0,40.0,46.0,9.0,201.0,1
image_1037,200.1046,45.8239,105.0,255.0,196.802,48.9299,101.0,255.0,199.2295,46.5153,108.0,255.0,198.0662,47.6888,103.293,255.0,12.496,16.174,2274.2196,0.6383,0.0331,0.9976,889.0,29.8161,1.0,90.0,96.0,91.0,5.0,200.0,1
image_1036,253.8232,3.3689,222.0,255.0,253.807,3.5695,221.0,255.0,251.5932,5.0717,217.0,255.0,253.5594,3.6,220.843,255.0,0.8605,2.1319,12.9596,0.9889,0.4509,0.9651,1352.0,36.7696,1.0,1.0,1.0,4.0,2.0,253.0,1
image_1087,199.0129,27.2708,94.0,242.0,206.8451,16.4717,112.0,236.0,214.3842,12.3506,112.0,243.0,205.3627,18.1709,106.618,236.426,3.9142,5.9897,330.1803,0.6537,0.1145,0.9369,1317.0,36.2905,1.0,49.0,23.0,12.0,18.0,214.0,1
image_1085,224.5427,42.3919,68.0,255.0,230.5716,18.927,148.0,255.0,231.4538,19.5037,170.0,255.0,228.8695,22.9643,131.946,255.0,3.6451,7.8284,527.3575,0.8137,0.1761,0.7891,2047.0,45.2438,1.0,20.0,31.0,36.0,8.0,231.0,1
image_1084,160.8731,51.0474,28.0,245.0,211.3087,22.1195,101.0,255.0,244.06,14.4262,170.0,255.0,199.9621,26.9801,87.039,252.01,5.458,8.1281,727.9253,0.6261,0.0988,0.7867,583.0,24.1454,1.0,86.0,20.0,18.0,88.0,244.0,1
image_1081,234.0045,34.8896,73.0,255.0,233.9093,35.992,72.0,255.0,235.3209,33.7538,80.0,255.0,234.0987,35.3887,73.211,255.0,11.2435,18.6419,1252.3603,0.862,0.0828,0.9987,882.0,29.6985,1.0,21.0,20.0,20.0,2.0,235.0,1
image_1079,168.202,91.7976,29.0,253.0,189.2179,55.9616,85.0,247.0,223.6531,11.413,128.0,251.0,186.8597,60.2475,81.138,247.198,3.9778,7.672,3629.7631,0.5928,0.0199,0.9949,1891.0,43.4856,1.0,187.0,113.0,11.0,63.0,223.0,1
image_1078,221.395,27.3916,58.0,255.0,218.6422,29.0604,50.0,255.0,215.3102,30.5376,18.0,255.0,219.0854,28.6181,49.918,255.0,7.5936,14.0151,818.9941,0.7507,0.1532,0.9868,2876.0,53.6284,1.0,23.0,26.0,24.0,7.0,221.0,1
image_1077,218.605,16.8142,159.0,249.0,214.3967,15.843,159.0,242.0,210.5927,13.4159,157.0,245.0,215.2214,15.5839,158.772,241.91,5.6127,6.6891,242.8574,0.7161,0.1481,0.9592,1709.0,41.3401,1.0,23.0,21.0,15.0,9.0,218.0,1
image_1076,254.1271,1.3071,248.0,255.0,254.4788,1.0413,249.0,255.0,254.3962,1.1815,248.0,255.0,254.3642,1.0048,249.94,255.0,0.6819,1.0747,1.0096,0.995,0.6638,0.6231,472.0,21.7256,1.0,1.0,1.0,1.0,0.0,254.0,1
image_1075,254.607,1.3464,227.0,255.0,254.6881,1.3122,221.0,255.0,253.3056,3.1193,221.0,255.0,254.5063,1.4116,222.794,255.0,0.3934,1.4244,1.9927,0.9962,0.6826,0.8831,4797.0,69.2604,1.0,0.0,0.0,2.0,1.0,254.0,1
image_1074,254.5455,1.2091,246.0,255.0,254.6503,1.0804,247.0,255.0,254.4294,1.3355,245.0,255.0,254.5938,1.0887,246.929,255.0,0.4796,1.1866,1.1852,0.9968,0.6904,0.8473,715.0,26.7395,1.0,0.0,0.0,0.0,0.0,254.0,1
image_1071,180.0526,34.165,87.0,255.0,176.3927,34.7721,86.0,252.0,183.5425,35.6882,85.0,255.0,178.3021,34.6402,87.211,252.652,22.0328,19.5195,1199.94,0.5074,0.0681,0.9954,247.0,15.7162,1.0,52.0,53.5,55.5,10.0,183.0,1
image_1067,238.0593,19.3654,108.0,255.0,233.1798,26.6671,92.0,255.0,225.2284,28.9671,79.0,255.0,233.7323,24.6379,95.302,255.0,4.5571,10.2843,607.0283,0.8495,0.0514,0.9802,1029.0,32.078,1.0,27.0,43.0,48.0,14.0,238.0,1
image_1066,208.3733,19.9518,149.0,253.0,217.5812,12.0265,141.0,244.0,226.3812,14.7397,132.0,248.0,215.8312,12.8604,144.16,246.121,3.7923,5.2599,165.3895,0.7189,0.1805,0.7649,1010.0,31.7805,1.0,30.0,14.75,12.0,20.0,226.0,1
image_1064,195.9567,26.5112,107.0,234.0,192.5887,20.684,108.0,227.0,192.7247,17.3495,118.0,240.0,193.6112,20.7431,113.027,227.039,5.3827,8.0444,430.2771,0.5831,0.1235,0.8674,970.0,31.1448,1.0,32.0,28.75,21.0,4.0,195.0,1
image_1063,146.0225,24.5268,33.0,201.0,232.2083,34.0045,84.0,255.0,245.9673,20.4073,139.0,255.0,208.0073,28.1384,75.021,231.678,6.5816,13.5867,791.7723,0.6776,0.099,0.7857,888.0,29.7993,1.0,24.0,28.0,5.0,103.0,245.0,1
image_1062,143.7604,56.9715,24.0,220.0,134.1434,57.9597,14.0,213.0,135.0035,50.5694,25.0,206.0,137.1169,56.8032,18.244,214.181,8.8004,10.9988,3226.6037,0.3388,0.0413,0.999,1423.0,37.7227,1.0,104.0,105.5,92.0,16.0,143.0,1
image_1119,222.4543,20.9148,93.0,251.0,227.3795,23.9876,81.0,255.0,231.7191,21.7102,105.0,255.0,226.4016,22.735,87.324,253.804,5.6427,9.5268,516.8811,0.7962,0.1027,0.9917,4176.0,64.622,1.0,26.0,32.0,28.0,10.0,231.0,1
image_1118,237.1196,15.1702,144.0,255.0,237.2372,16.8191,143.0,255.0,233.4662,19.4645,145.0,255.0,236.7721,15.8764,144.211,255.0,3.6584,6.914,252.0609,0.866,0.1503,0.9003,5249.0,72.45,1.0,13.0,24.0,36.0,4.0,237.0,1
image_1117,222.8309,15.4073,154.0,255.0,228.4728,14.6706,155.0,255.0,234.4823,12.98,158.0,255.0,227.471,14.5859,155.271,255.0,4.321,7.5681,212.7489,0.799,0.1606,0.975,1159.0,34.0441,1.0,16.0,17.0,16.0,13.0,234.0,1
image_1109,159.2857,8.5253,142.0,174.0,173.2857,7.0653,160.0,186.0,194.5,6.1422,184.0,207.0,171.5181,7.2944,157.354,184.219,3.3581,3.5612,53.2086,0.4532,0.1926,0.9485,42.0,6.4807,1.0,15.25,12.5,10.75,46.0,194.0,1
image_1108,229.3573,25.7107,87.0,255.0,219.1663,28.5195,80.0,255.0,209.1523,25.9959,85.0,251.0,221.0718,27.2621,83.25,254.544,4.723,9.4547,743.2207,0.763,0.0836,0.9878,5418.0,73.6071,1.0,13.0,15.0,13.0,22.0,229.0,1
image_1106,122.4515,43.8186,30.0,216.0,142.2858,30.0095,97.0,214.0,133.7888,40.5947,84.0,243.0,135.3867,34.5904,88.342,215.168,5.5494,14.41,1196.4954,0.3003,0.0808,0.9538,1340.0,36.606,1.0,28.0,32.0,35.0,36.0,142.0,1
image_1105,120.0586,74.0273,13.0,242.0,188.9994,33.1284,61.0,248.0,236.9125,19.0539,125.0,255.0,173.8482,37.9619,53.944,244.978,5.1717,7.6417,1441.1046,0.487,0.0446,0.6734,1725.0,41.5331,1.0,162.0,49.0,27.0,125.0,236.0,1
image_1104,142.348,60.0582,47.0,248.0,181.7912,38.7079,94.0,255.0,240.5033,17.5937,149.0,255.0,176.6909,40.6824,90.207,252.907,6.1311,10.7823,1655.0585,0.5056,0.0355,0.9699,1049.0,32.3883,1.0,117.0,68.0,15.0,104.0,240.0,1
image_1102,208.0349,44.0914,80.0,255.0,173.9166,38.9463,58.0,255.0,197.3325,43.3673,71.0,255.0,186.7874,37.5343,67.217,255.0,9.2954,13.2661,1408.8256,0.5582,0.0731,0.6461,2950.0,54.3139,1.0,77.0,59.0,70.0,43.0,208.0,1
image_1101,245.4393,8.6133,205.0,255.0,247.7436,7.6983,207.0,255.0,243.5436,9.4459,202.0,255.0,246.5758,8.0149,205.832,255.0,3.7207,4.7078,64.2393,0.936,0.2066,0.9464,585.0,24.1868,1.0,10.0,10.0,13.0,4.0,247.0,1
image_1100,207.5766,21.8691,118.0,244.0,193.1169,23.6548,101.0,235.0,184.3887,22.2809,94.0,232.0,196.4453,22.8468,105.285,236.893,7.0625,10.0148,521.9748,0.6015,0.1257,0.9868,1181.0,34.3657,1.0,31.0,30.0,24.0,28.0,207.0,1
image_1099,161.6699,83.0159,26.0,239.0,182.9509,46.9618,90.0,236.0,215.2237,12.784,164.0,244.0,180.267,51.5713,91.031,235.729,2.7188,4.5476,2659.6008,0.5407,0.0269,0.9933,4090.0,63.9531,1.0,180.75,101.0,19.0,64.0,215.0,1
image_1098,215.7041,32.5896,22.0,248.0,205.3882,33.6717,28.0,255.0,198.0369,31.7142,18.0,255.0,207.6346,32.9515,25.066,252.907,8.093,16.0014,1085.8001,0.6797,0.1381,0.9828,1355.0,36.8103,1.0,18.0,17.0,16.0,20.0,215.0,1
image_1097,210.9006,30.7426,94.0,250.0,200.9807,31.1062,77.0,246.0,193.043,26.3219,85.0,233.0,203.0418,30.3779,82.995,245.116,8.1992,12.5515,922.819,0.6482,0.0797,0.9929,4136.0,64.3117,1.0,47.0,45.0,34.0,21.0,210.0,1
image_1096,211.3373,10.2467,186.0,229.0,198.6024,10.6216,170.0,218.0,192.5542,9.367,172.0,214.0,201.7207,10.2204,175.126,220.833,8.8786,7.3303,104.4556,0.6274,0.1898,0.962,83.0,9.1104,1.0,15.0,14.0,12.5,23.0,211.0,1
image_1088,231.2395,26.3127,138.0,255.0,234.9087,18.747,126.0,255.0,233.024,20.5702,121.0,255.0,233.5967,19.1173,130.072,255.0,6.5286,10.8875,365.4721,0.8448,0.1363,0.6954,668.0,25.8457,1.0,23.0,24.0,28.0,3.0,234.0,1
image_1142,181.0431,57.7135,22.0,254.0,174.1339,63.8054,0.0,255.0,173.516,57.842,18.0,249.0,176.1293,61.2206,8.63,252.251,9.9284,15.0704,3747.9617,0.5347,0.0539,0.9967,1994.0,44.6542,1.0,79.0,84.0,74.0,11.0,181.0,1
image_1141,240.033,9.5956,183.0,251.0,246.8462,10.8475,188.0,255.0,250.1429,9.4411,194.0,255.0,245.1848,10.1709,187.189,253.804,6.9495,10.5229,103.4464,0.9261,0.2798,0.9384,91.0,9.5394,1.0,7.5,6.0,6.0,10.0,250.0,1
image_1140,231.7345,18.6961,55.0,255.0,231.8883,20.1896,40.0,255.0,229.5022,18.1777,59.0,255.0,231.5703,19.4638,46.651,255.0,3.8069,7.2704,378.8394,0.8305,0.1343,0.9942,2927.0,54.1018,1.0,23.0,24.0,20.0,2.0,231.0,1
image_1139,223.3707,14.9398,185.0,255.0,218.592,17.8908,172.0,255.0,216.0785,20.4442,161.0,254.0,219.7343,16.8958,177.866,254.202,4.9836,5.9117,285.4683,0.7469,0.1389,0.9523,777.0,27.8747,1.0,21.0,24.0,31.0,8.0,223.0,1
image_1131,249.2525,10.1336,107.0,255.0,252.0464,9.0491,100.0,255.0,252.9643,7.3749,116.0,255.0,251.3156,9.0266,103.917,255.0,2.4034,7.6619,81.4793,0.9726,0.2792,0.9433,1121.0,33.4813,1.0,8.0,2.0,2.0,3.0,252.0,1
image_1130,210.1384,30.538,104.0,255.0,200.6873,33.514,100.0,255.0,197.7144,30.5338,98.0,255.0,203.1743,32.1746,102.792,255.0,9.4837,15.0796,1035.2062,0.6507,0.0814,0.9916,2031.0,45.0666,1.0,42.0,45.0,36.0,16.0,210.0,1
image_1129,197.9913,57.5224,18.0,255.0,206.1755,40.5625,48.0,255.0,211.6575,35.0178,72.0,255.0,204.3534,43.5637,55.769,255.0,5.7306,9.3973,1897.8002,0.6714,0.0573,0.8772,4041.0,63.5689,1.0,75.0,68.0,53.0,17.0,211.0,1
image_1128,215.11,30.5622,105.0,251.0,209.156,27.5949,111.0,247.0,206.3223,19.8215,135.0,244.0,210.6132,27.4702,111.942,247.854,7.3061,8.2565,754.6115,0.6938,0.1113,0.9902,391.0,19.7737,1.0,18.0,21.0,20.0,11.0,215.0,1
image_1127,191.8386,44.1499,29.0,255.0,190.204,39.1748,6.0,248.0,193.3326,31.8712,27.0,255.0,191.0494,38.746,15.869,250.891,7.7824,12.565,1501.2493,0.5844,0.0683,0.9351,4324.0,65.7571,1.0,74.0,51.0,31.0,4.0,193.0,1
image_1126,150.1371,27.2896,28.0,219.0,150.8457,29.238,19.0,221.0,168.4857,29.0206,40.0,238.0,152.6448,28.5732,24.085,222.041,15.0708,21.2339,816.4273,0.3709,0.2048,0.9939,175.0,13.2288,1.0,12.5,12.5,16.0,27.0,168.0,1
image_1125,236.1313,26.9142,70.0,254.0,238.5012,29.9102,54.0,255.0,239.5394,27.7695,65.0,255.0,237.9109,28.7348,60.038,254.701,6.0954,13.1894,825.6889,0.8832,0.1275,0.9962,1257.0,35.4542,1.0,13.0,15.0,16.0,3.0,239.0,1
image_1124,186.7289,55.7521,53.0,255.0,179.5904,63.4021,34.0,255.0,185.5,58.6341,49.0,255.0,182.3985,60.5421,41.978,255.0,25.607,28.0298,3665.35,0.568,0.0507,0.9979,166.0,12.8841,1.0,86.0,99.5,88.75,10.0,186.0,1
image_1123,229.7981,13.9217,158.0,244.0,229.6635,14.3364,156.0,244.0,231.3365,14.2556,159.0,247.0,229.8944,14.1145,156.94,244.228,6.9279,10.5122,199.2196,0.8159,0.2249,0.9746,104.0,10.198,1.0,6.25,6.0,8.0,2.0,231.0,1
image_1122,206.2761,53.3041,6.0,255.0,213.073,32.6413,88.0,254.0,218.1766,18.07,143.0,255.0,211.6225,36.0612,71.918,254.413,5.7375,12.0075,1300.408,0.7087,0.0748,0.9508,1246.0,35.2987,1.0,39.0,37.0,23.0,14.0,218.0,1
image_1121,233.0806,25.1762,80.0,255.0,231.5808,29.5454,58.0,255.0,231.2608,30.1276,70.0,255.0,231.9928,28.1335,65.946,255.0,5.9901,13.1457,791.4961,0.8399,0.0914,0.9814,2209.0,47.0,1.0,27.0,35.0,39.0,2.0,233.0,1
image_1120,227.8823,42.1126,54.0,255.0,223.3724,47.1662,34.0,255.0,221.2926,42.6023,46.0,255.0,224.4838,44.9643,43.223,255.0,7.8428,16.8708,2021.7885,0.8061,0.0658,0.9926,2167.0,46.551,1.0,38.5,49.0,47.5,7.0,227.0,1
image_1167,199.4548,40.4144,64.0,237.0,189.2599,41.2016,51.0,228.0,188.8729,35.7739,68.0,227.0,192.264,40.3137,57.124,229.893,11.6863,16.8644,1625.1976,0.5935,0.0565,0.9983,354.0,18.8149,1.0,40.0,38.75,29.75,14.0,199.0,1
image_1166,152.8137,26.9453,65.0,207.0,143.2721,30.1575,55.0,201.0,146.9093,28.8748,63.0,205.0,146.5397,29.0054,58.902,203.25,15.5295,16.8114,841.3122,0.3432,0.0841,0.9933,408.0,20.199,1.0,43.0,50.25,46.25,15.0,152.0,1
image_1165,181.8527,76.2121,25.0,255.0,216.6955,43.5472,36.0,255.0,237.148,22.2778,68.0,255.0,208.6091,47.3405,38.153,255.0,5.5756,12.9096,2241.1274,0.7037,0.0471,0.844,4121.0,64.195,1.0,109.0,66.0,30.0,60.0,237.0,1
image_1164,180.9186,28.0273,24.0,255.0,142.3973,41.5221,20.0,253.0,163.6594,39.9012,8.0,255.0,156.339,35.3604,19.828,247.857,6.8015,11.8376,1250.3607,0.3951,0.1188,0.7021,2064.0,45.4313,1.0,17.0,22.0,19.0,54.0,180.0,1
image_1163,176.2939,43.5359,19.0,233.0,168.1574,45.1222,9.0,247.0,166.2249,41.8605,17.0,234.0,170.3699,44.0887,12.902,238.94,11.6052,20.2707,1943.8163,0.4763,0.0855,0.9844,1436.0,37.8946,1.0,29.0,39.0,39.0,14.0,176.0,1
image_1160,185.6623,44.6493,11.0,255.0,188.4654,51.0038,18.0,255.0,189.8325,59.3833,0.0,255.0,187.7831,46.794,34.807,254.544,10.1714,16.9946,2189.6762,0.576,0.0614,0.7457,3713.0,60.9344,1.0,41.0,57.0,72.0,5.0,189.0,1
image_1154,231.5437,14.3317,181.0,255.0,235.4,13.6612,184.0,254.0,236.9625,13.1752,191.0,255.0,234.4251,13.7264,183.901,254.413,8.2296,7.4528,188.413,0.848,0.1639,0.9793,160.0,12.6491,1.0,15.25,16.0,16.0,5.0,236.0,1
image_1153,208.0886,30.694,87.0,255.0,197.698,32.2987,70.0,255.0,190.9324,29.058,78.0,250.0,200.0335,31.319,75.995,254.43,11.3916,14.3343,980.8771,0.6304,0.0904,0.9887,2990.0,54.6809,1.0,47.0,50.0,43.0,22.0,208.0,1
image_1151,202.0749,44.4816,66.0,255.0,195.3764,54.3856,36.0,255.0,195.1321,50.0388,49.0,255.0,197.3514,50.8435,50.338,255.0,8.1011,15.1585,2585.064,0.6387,0.0648,0.9928,2869.0,53.563,1.0,57.0,65.0,66.0,9.0,202.0,1
